PUTs,reboots
11063,5
7937,29
3019,4
1854,0
1526,20
1275,0
885,0
883,0
828,6
806,2
719,4
688,0
550,0
541,4
346,2
332,0
175,1
157,1
142,1
136,0
130,0
109,0
92,0
81,0
75,1
62,1
61,0
61,0
48,0
47,1
44,0
43,0
41,0
41,0
38,0
37,0
36,1
32,0
23,0
23,0
22,0
21,0
21,0
16,0
14,0
14,0
12,0
11,0
11,0
10,0
10,0
9,0
9,0
9,0
8,0
8,0
8,0
7,0
7,0
7,0
6,1
5,0
5,0
4,0
4,0
3,1
2,0
2,0
1,0
1,0
1,0
1,0
1,0
