IPs,milliseconds
3,36672176
6,21335452
5,338679
3,322281
3,616061
5,492209
5,376715
3,147772
6,3285768
4,988890
5,1888934
2,1366025
19,11690562
2,88246
3,600352
1,4
3,3780276
12,66146414
5,84409564
5,76891789
6,75125663
