IP,puts
9a7783d65575424ddaafe718787481bb, 14
0ce2483cab48ddf5744075feeeb64fdc, 14
ab426b2f0b9a78f03189319ffa5dd6ab, 14
e390806f3a544c9b43433de22c099660, 13
9cda626efd468999c4ced37d336f3bef, 13
720b9585ca496d811008c0c2becec62a, 13
dcc6eff667ad4a4f6cbe4b41ea3a54b0, 12
4e6179501f03644e5a1bf97a0d16dcb8, 12
91b4c4594318fcdde46f6d4251b4bf82, 11
851a134ab5b70e6e7ae86ee0bdf789e4, 11
6ef37c0901691f88595fd645c4eafa61, 11
cb3dac04a801f1eb547c199c0344d8d3, 11
11dd0c19cb5294eabd7c1ef2271268a2, 10
80455cc0ec73003fafef013601973285, 10
e796eaa7e687e5cbd23d4830f7bf9538, 10
4c14dc76498e287c1e280376eaf2053c, 10
1f5db044e02a746b5de565a0f8d76ac2, 10
d7d217b0ac9abe08f69bbf0fe114802d, 9
89dd00c4304fb47891396f7f53bf89b0, 9
ba81dc593ec48e0cde16e23e23b22c3b, 9
9a4b7054cc04c1916c36c1d36a18f42d, 9
375d384117f1c11a868c5c01af5c1a41, 8
368bc3e50a72474ad83fb8c2757aba34, 8
2f78e5605a245c019c5242bd93b9f6ab, 8
e82a16c3e7642f68d88f85c20f8d367e, 8
88faf7406492b93258b5ba36e89a5514, 8
6ac8639f9e6b59bc5b9b756c2983b18b, 8
4681fa20214dce9b1152f5113f41779b, 7
66ac197d5cc1ba747ccfcf80fc71627c, 7
570d54e4f5fbfe56ae95e459ef584cef, 7
5ff62ae168d1973428f8e940c8b309cd, 7
1ce4d3a78969c647079c11c6a19734eb, 7
84ff76a695e9bb9cd96d9295aaec209b, 7
c4dd8f1f5a9aad37a21e57a1b6ce6819, 6
f262d6228b6cf1eca3ff0f84a2066b12, 6
342be02814724a785536579c4978f3f3, 6
eed955858078d267a561476d69515b69, 6
387146bf6d2a16ec39fc4654d6d807a2, 6
d41150c236cec9a36c4936cdca06a29a, 6
5920f26acb143b02847a3536f337534e, 6
5b229011eaf46cac9527a955047dfbd2, 5
dc536f8b95bb27f2b30331e931513030, 5
4abacf63c5d8900cdbd6b09ad581311d, 4
2848b1f68de921df081b727b5dfaafc3, 4
e9138a0391a516a47cf417b1f203dd8e, 4
ba66710f8b75cbba7de7878b36d6e5f2, 4
391357f1c533c2c60e2f22bc6d4533de, 3
f69da47665b2be69fa2364f0d3459a74, 3
6b30c05ba4b2580d0b32912530a70df3, 3
b85fe72abe6301548136c0f591b30c1f, 3
ab26af29ef5733957831483da884953c, 3
6d1de4a6f6cecd48ebaee0dd19d954d1, 3
5a130c018c011caa574d79e4906f72f2, 3
c7c21374c3f188e642baf473d7aa8716, 2
1da7345d3c90364f05b1916aef17134d, 2
7df4ec081875c08abf9737e763b14440, 2
89c6e6fbd867f20284e6068c27560c68, 2
281dd43c4ce696dbd227ccfc1dd26050, 2
7ac8593968267ea47838daab32226b4a, 2
9731b1d653ccd64a7ba2437b963b4716, 2
ec45bfeb796140e4f99486bd958d759b, 2
42c120c34b1a6713cd1f3f8aa85a9341, 2
a0d8cc3144673c3999d8407dc29a6a79, 1
8e2111d63f14d7ea80bee5e409721c35, 1
fdb15692872b36a190b8fff1ea33c137, 1
6f27f93047a3457f3d171ade8791742e, 1
e716c28de2548b946a908fa3bffef774, 1
fdb63bd16b65158469fb238977dde6f2, 1
ad42b2f6efb89d0c8305fa236d1fd5fe, 1
d80f17d342fc26257b9a98fdbbdbb3a9, 1
9a6c843f7618d70f348a11bce7fb2957, 1
