PUTs,reboots
8490,93
1146,10
860,6
594,0
375,5
250,4
224,6
203,0
186,0
186,1
175,10
136,0
124,0
124,0
118,0
98,1
90,1
88,0
85,1
83,6
81,0
79,1
79,0
77,0
76,0
76,0
72,1
69,0
68,0
65,0
65,0
64,0
63,0
62,0
56,0
54,0
54,0
45,0
45,0
44,0
42,0
38,0
37,3
36,0
35,0
35,0
33,0
33,0
32,0
32,0
31,0
30,1
29,0
26,0
26,0
25,0
22,0
20,0
18,1
17,0
15,0
14,0
14,0
13,1
13,0
13,0
13,0
12,0
11,0
10,0
10,0
10,0
10,0
9,0
9,0
9,0
8,0
8,0
8,0
6,0
6,0
5,0
4,0
4,0
3,0
3,0
3,0
3,0
2,0
2,0
2,0
2,0
2,0
1,0
1,0
1,0
