PUTs,reboots
1409,25
589,1
187,0
172,5
78,0
77,1
77,0
59,0
51,0
43,1
41,0
38,0
35,2
30,0
29,0
27,0
27,0
25,0
25,0
24,0
23,0
23,0
20,1
19,0
17,0
16,0
11,0
10,0
10,0
8,0
7,0
7,0
6,0
4,0
3,0
1,0
1,0
1,0
1,0
