time,PUTs,updates
2016-03-17T08:04:14,1, 0
2016-03-17T08:04:15,1, 0
2016-03-17T08:04:16,1, 0
2016-03-17T08:04:18,1, 0
2016-03-17T08:04:19,1, 0
2016-03-17T08:04:20,1, 0
2016-03-17T08:04:21,1, 0
2016-03-17T08:04:23,1, 0
2016-03-17T08:04:24,1, 0
2016-03-17T08:04:25,1, 0
2016-03-17T08:04:26,1, 0
2016-03-17T08:04:28,1, 0
2016-03-17T08:04:29,1, 0
2016-03-17T08:04:30,1, 0
2016-03-17T08:04:31,1, 0
2016-03-17T08:04:33,1, 0
2016-03-17T08:04:34,1, 0
2016-03-17T08:04:35,1, 0
2016-03-17T08:04:36,1, 0
2016-03-17T08:04:38,1, 0
2016-03-17T08:04:39,1, 0
2016-03-17T08:04:40,1, 0
2016-03-17T08:04:41,1, 0
2016-03-17T08:04:43,1, 0
2016-03-17T08:04:44,1, 0
2016-03-17T08:04:45,1, 0
2016-03-17T08:04:46,1, 0
2016-03-17T08:04:48,1, 0
2016-03-17T08:04:49,1, 0
2016-03-17T08:04:50,1, 0
2016-03-17T08:04:52,1, 0
2016-03-17T08:04:53,1, 0
2016-03-17T08:04:54,1, 0
2016-03-17T08:04:55,1, 0
2016-03-17T08:04:57,1, 0
2016-03-17T08:04:58,1, 0
2016-03-17T08:04:59,1, 0
2016-03-17T08:05:00,1, 0
2016-03-17T08:05:02,1, 0
2016-03-17T08:05:03,1, 0
2016-03-17T08:05:04,1, 0
2016-03-17T08:05:05,1, 0
2016-03-17T08:05:06,1, 0
2016-03-17T08:05:08,1, 0
2016-03-17T08:05:09,1, 0
2016-03-17T08:05:10,1, 0
2016-03-17T08:05:11,1, 0
2016-03-17T08:05:13,1, 0
2016-03-17T08:05:14,1, 0
2016-03-17T08:05:15,1, 0
2016-03-17T08:05:17,1, 0
2016-03-17T08:05:18,1, 0
2016-03-17T08:05:19,1, 0
2016-03-17T08:05:20,1, 0
2016-03-17T08:05:22,1, 0
2016-03-17T08:05:23,1, 0
2016-03-17T08:05:24,1, 0
2016-03-17T08:05:25,1, 0
2016-03-17T08:05:26,1, 0
2016-03-17T08:05:28,1, 0
2016-03-17T08:05:29,1, 0
2016-03-17T08:05:30,1, 0
2016-03-17T08:05:31,1, 0
2016-03-17T08:05:33,1, 0
2016-03-17T08:05:34,1, 0
2016-03-17T08:05:35,1, 0
